"header_name","data_name"
"","27"
"","Chris Paul"
"","OKC"
"","08/18/2020"
"","OKC @ HOU"
"","L"
"","37"
"","20"
"","7"
"","14"
"","50.0"
"","3"
"","8"
"","37.5"
"","3"
"","4"
"","75.0"
"","0"
"","10"
"","10"
"","9"
"","2"
"","0"
"","4"
"","4"
"","-7"
"","Danilo Gallinari"
"","OKC"
"","08/18/2020"
"","OKC @ HOU"
"","L"
"","33"
"","29"
"","9"
"","17"
"","52.9"
"","2"
"","5"
"","40.0"
"","9"
"","9"
"","100.0"
"","1"
"","2"
"","3"
"","3"
"","0"
"","1"
"","1"
"","2"
"","-11"
"","Nikola Vucevic"
"","ORL"
"","08/18/2020"
"","ORL @ MIL"
"","W"
"","37"
"","35"
"","15"
"","24"
"","62.5"
"","5"
"","8"
"","62.5"
"","0"
"","0"
"","-"
"","3"
"","11"
"","14"
"","4"
"","1"
"","0"
"","5"
"","3"
"","14"
"","Bruno Caboclo"
"","HOU"
"","08/18/2020"
"","HOU vs. OKC"
"","W"
"","2"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","1"
"","0"
"","0"
"","0"
"","-2"
"","Dennis Schroder"
"","OKC"
"","08/18/2020"
"","OKC @ HOU"
"","L"
"","32"
"","6"
"","3"
"","12"
"","25.0"
"","0"
"","5"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","4"
"","0"
"","0"
"","2"
"","2"
"","-19"
"","Abdel Nader"
"","OKC"
"","08/18/2020"
"","OKC @ HOU"
"","L"
"","2"
"","0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","0"
"","2"
"","P.J. Tucker"
"","HOU"
"","08/18/2020"
"","HOU vs. OKC"
"","W"
"","34"
"","11"
"","4"
"","9"
"","44.4"
"","3"
"","8"
"","37.5"
"","0"
"","0"
"","-"
"","2"
"","2"
"","4"
"","4"
"","0"
"","0"
"","0"
"","4"
"","13"
"","Bam Adebayo"
"","MIA"
"","08/18/2020"
"","MIA @ IND"
"","W"
"","35"
"","17"
"","7"
"","14"
"","50.0"
"","0"
"","0"
"","-"
"","3"
"","4"
"","75.0"
"","4"
"","6"
"","10"
"","6"
"","0"
"","3"
"","0"
"","2"
"","23"
"","Ivica Zubac"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","22"
"","10"
"","5"
"","9"
"","55.6"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","5"
"","5"
"","10"
"","1"
"","0"
"","2"
"","0"
"","1"
"","17"
"","Torrey Craig"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","21"
"","11"
"","4"
"","7"
"","57.1"
"","3"
"","5"
"","60.0"
"","0"
"","0"
"","-"
"","2"
"","2"
"","4"
"","0"
"","0"
"","0"
"","1"
"","6"
"","10"
"","Chris Boucher"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","3"
"","0"
"","0"
"","1"
"","0.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","0"
"","2"
"","Joe Ingles"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","43"
"","19"
"","6"
"","14"
"","42.9"
"","5"
"","12"
"","41.7"
"","2"
"","2"
"","100.0"
"","0"
"","5"
"","5"
"","6"
"","1"
"","0"
"","3"
"","3"
"","-14"
"","Tobias Harris"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","39"
"","15"
"","6"
"","15"
"","40.0"
"","0"
"","3"
"","0.0"
"","3"
"","3"
"","100.0"
"","3"
"","5"
"","8"
"","8"
"","1"
"","0"
"","1"
"","1"
"","-2"
"","Brad Wanamaker"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","10"
"","4"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","1"
"","2"
"","3"
"","1"
"","1"
"","0"
"","0"
"","2"
"","-1"
"","Delon Wright"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","6"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","1"
"","1"
"","0"
"","1"
"","0"
"","1"
"","Robert Williams III"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","13"
"","2"
"","1"
"","4"
"","25.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","4"
"","2"
"","6"
"","1"
"","0"
"","0"
"","0"
"","4"
"","-4"
"","Alec Burks"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","27"
"","18"
"","6"
"","15"
"","40.0"
"","1"
"","3"
"","33.3"
"","5"
"","7"
"","71.4"
"","3"
"","3"
"","6"
"","2"
"","0"
"","0"
"","2"
"","2"
"","3"
"","Joel Embiid"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","37"
"","26"
"","8"
"","15"
"","53.3"
"","1"
"","4"
"","25.0"
"","9"
"","12"
"","75.0"
"","5"
"","11"
"","16"
"","1"
"","2"
"","1"
"","5"
"","5"
"","-6"
"","Matisse Thybulle"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","33"
"","5"
"","2"
"","3"
"","66.7"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","1"
"","2"
"","1"
"","0"
"","3"
"","-2"
"","Matt Thomas"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","7"
"","0"
"","0"
"","1"
"","0.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","3"
"","1"
"","0"
"","0"
"","1"
"","11"
"","Marcus Morris Sr."
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","32"
"","19"
"","8"
"","13"
"","61.5"
"","3"
"","6"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","6"
"","6"
"","1"
"","4"
"","0"
"","1"
"","3"
"","25"
"","Tony Bradley"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","11"
"","0"
"","0"
"","3"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","4"
"","5"
"","9"
"","0"
"","0"
"","0"
"","2"
"","1"
"","-3"
"","Al Horford"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","31"
"","6"
"","3"
"","7"
"","42.9"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","2"
"","5"
"","7"
"","6"
"","0"
"","1"
"","3"
"","5"
"","-18"
"","Kristaps Porzingis"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","20"
"","14"
"","3"
"","9"
"","33.3"
"","1"
"","4"
"","25.0"
"","7"
"","8"
"","87.5"
"","0"
"","6"
"","6"
"","1"
"","0"
"","1"
"","0"
"","2"
"","-6"
"","Reggie Jackson"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","16"
"","0"
"","0"
"","5"
"","0.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","1"
"","0"
"","0"
"","0"
"","2"
"","-8"
"","Jayson Tatum"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","41"
"","32"
"","10"
"","21"
"","47.6"
"","2"
"","5"
"","40.0"
"","10"
"","11"
"","90.9"
"","3"
"","10"
"","13"
"","1"
"","0"
"","3"
"","1"
"","2"
"","19"
"","Lou Williams"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","31"
"","14"
"","4"
"","10"
"","40.0"
"","2"
"","5"
"","40.0"
"","4"
"","5"
"","80.0"
"","0"
"","3"
"","3"
"","5"
"","1"
"","0"
"","2"
"","2"
"","3"
"","Paul George"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","37"
"","27"
"","10"
"","22"
"","45.5"
"","4"
"","11"
"","36.4"
"","3"
"","3"
"","100.0"
"","0"
"","2"
"","2"
"","3"
"","2"
"","0"
"","3"
"","4"
"","13"
"","Fred VanVleet"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","39"
"","30"
"","11"
"","15"
"","73.3"
"","8"
"","10"
"","80.0"
"","0"
"","1"
"","0.0"
"","0"
"","2"
"","2"
"","11"
"","2"
"","1"
"","1"
"","2"
"","14"
"","Rodions Kurucs"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","16"
"","6"
"","3"
"","5"
"","60.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","5"
"","6"
"","2"
"","0"
"","0"
"","2"
"","6"
"","-16"
"","Caris LeVert"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","35"
"","15"
"","5"
"","14"
"","35.7"
"","0"
"","2"
"","0.0"
"","5"
"","6"
"","83.3"
"","2"
"","5"
"","7"
"","15"
"","1"
"","0"
"","5"
"","0"
"","-5"
"","Emmanuel Mudiay"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","10"
"","1"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","1"
"","0"
"","1"
"","0"
"","0"
"","0"
"","0"
"","0"
"","1"
"","Pascal Siakam"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","31"
"","18"
"","4"
"","13"
"","30.8"
"","1"
"","4"
"","25.0"
"","9"
"","9"
"","100.0"
"","2"
"","9"
"","11"
"","1"
"","0"
"","0"
"","2"
"","4"
"","10"
"","Mike Scott"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","2"
"","0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","1"
"","1"
"","2"
"","0"
"","0"
"","0"
"","0"
"","1"
"","-3"
"","Kyle Lowry"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","38"
"","16"
"","3"
"","14"
"","21.4"
"","3"
"","10"
"","30.0"
"","7"
"","7"
"","100.0"
"","0"
"","7"
"","7"
"","6"
"","0"
"","1"
"","0"
"","2"
"","26"
"","Monte Morris"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","29"
"","14"
"","6"
"","9"
"","66.7"
"","2"
"","3"
"","66.7"
"","0"
"","1"
"","0.0"
"","0"
"","3"
"","3"
"","4"
"","1"
"","1"
"","1"
"","1"
"","10"
"","Jordan Clarkson"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","39"
"","18"
"","8"
"","17"
"","47.1"
"","2"
"","9"
"","22.2"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","3"
"","0"
"","0"
"","2"
"","5"
"","-15"
"","Josh Richardson"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","37"
"","18"
"","7"
"","17"
"","41.2"
"","3"
"","9"
"","33.3"
"","1"
"","1"
"","100.0"
"","0"
"","6"
"","6"
"","2"
"","0"
"","0"
"","3"
"","2"
"","-10"
"","Patrick Beverley"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","20"
"","8"
"","3"
"","6"
"","50.0"
"","2"
"","5"
"","40.0"
"","0"
"","2"
"","0.0"
"","3"
"","2"
"","5"
"","1"
"","2"
"","0"
"","1"
"","5"
"","14"
"","Juwan Morgan"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","25"
"","3"
"","1"
"","5"
"","20.0"
"","1"
"","4"
"","25.0"
"","0"
"","0"
"","-"
"","2"
"","5"
"","7"
"","1"
"","1"
"","0"
"","1"
"","0"
"","17"
"","Terance Mann"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","0"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","Donovan Mitchell"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","43"
"","57"
"","19"
"","33"
"","57.6"
"","6"
"","15"
"","40.0"
"","13"
"","13"
"","100.0"
"","2"
"","7"
"","9"
"","7"
"","1"
"","0"
"","5"
"","2"
"","-11"
"","Nikola Jokic"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","42"
"","29"
"","11"
"","21"
"","52.4"
"","4"
"","7"
"","57.1"
"","3"
"","3"
"","100.0"
"","1"
"","9"
"","10"
"","3"
"","2"
"","1"
"","4"
"","2"
"","7"
"","Timothe Luwawu-Cabarrot"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","33"
"","26"
"","9"
"","13"
"","69.2"
"","6"
"","9"
"","66.7"
"","2"
"","3"
"","66.7"
"","0"
"","7"
"","7"
"","2"
"","0"
"","0"
"","1"
"","5"
"","2"
"","Rudy Gobert"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","42"
"","17"
"","8"
"","11"
"","72.7"
"","0"
"","0"
"","-"
"","1"
"","6"
"","16.7"
"","4"
"","3"
"","7"
"","1"
"","2"
"","4"
"","1"
"","5"
"","-7"
"","Michael Kidd-Gilchrist"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","8"
"","6"
"","2"
"","3"
"","66.7"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","1"
"","2"
"","2"
"","Tim Hardaway Jr."
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","36"
"","18"
"","7"
"","16"
"","43.8"
"","4"
"","11"
"","36.4"
"","0"
"","0"
"","-"
"","0"
"","6"
"","6"
"","1"
"","1"
"","0"
"","1"
"","4"
"","-22"
"","Dzanan Musa"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","4"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","1"
"","0"
"","0"
"","0"
"","0"
"","-5"
"","Boban Marjanovic"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","13"
"","2"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","0.0"
"","1"
"","7"
"","8"
"","1"
"","0"
"","0"
"","0"
"","1"
"","5"
"","Furkan Korkmaz"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","7"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","1"
"","3"
"","5"
"","Norman Powell"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","17"
"","6"
"","2"
"","4"
"","50.0"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","0"
"","0"
"","0"
"","2"
"","3"
"","3"
"","Grant Williams"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","2"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","2"
"","0"
"","2"
"","0"
"","0"
"","0"
"","0"
"","0"
"","2"
"","Montrezl Harrell"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","15"
"","6"
"","2"
"","5"
"","40.0"
"","0"
"","0"
"","-"
"","2"
"","4"
"","50.0"
"","0"
"","2"
"","2"
"","0"
"","0"
"","0"
"","0"
"","0"
"","-7"
"","JaMychal Green"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","18"
"","5"
"","2"
"","3"
"","66.7"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","1"
"","2"
"","0"
"","0"
"","1"
"","0"
"","3"
"","-16"
"","Maxi Kleber"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","34"
"","3"
"","1"
"","5"
"","20.0"
"","1"
"","5"
"","20.0"
"","0"
"","0"
"","-"
"","2"
"","4"
"","6"
"","1"
"","0"
"","0"
"","3"
"","3"
"","-20"
"","PJ Dozier"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","20"
"","3"
"","1"
"","3"
"","33.3"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","1"
"","1"
"","0"
"","0"
"","1"
"","2"
"","Jerami Grant"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","40"
"","19"
"","5"
"","11"
"","45.5"
"","2"
"","5"
"","40.0"
"","7"
"","8"
"","87.5"
"","0"
"","0"
"","0"
"","3"
"","1"
"","1"
"","0"
"","2"
"","1"
"","Rondae Hollis-Jefferson"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","11"
"","6"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","4"
"","4"
"","100.0"
"","2"
"","0"
"","2"
"","0"
"","0"
"","1"
"","0"
"","1"
"","5"
"","Lance Thomas"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","4"
"","0"
"","0"
"","1"
"","0.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","2"
"","-5"
"","Tyler Johnson"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","17"
"","7"
"","3"
"","8"
"","37.5"
"","1"
"","6"
"","16.7"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","3"
"","0"
"","0"
"","0"
"","2"
"","-29"
"","Justin Anderson"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","4"
"","3"
"","1"
"","2"
"","50.0"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","-5"
"","Mason Plumlee"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","11"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","1"
"","5"
"","6"
"","2"
"","1"
"","1"
"","1"
"","3"
"","3"
"","OG Anunoby"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","34"
"","12"
"","4"
"","8"
"","50.0"
"","3"
"","5"
"","60.0"
"","1"
"","1"
"","100.0"
"","2"
"","3"
"","5"
"","1"
"","1"
"","2"
"","1"
"","5"
"","18"
"","Jaylen Brown"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","39"
"","29"
"","9"
"","16"
"","56.3"
"","5"
"","8"
"","62.5"
"","6"
"","6"
"","100.0"
"","2"
"","4"
"","6"
"","4"
"","3"
"","0"
"","2"
"","4"
"","-1"
"","Jamal Murray"
"","DEN"
"","08/17/2020"
"","DEN vs. UTA"
"","W"
"","40"
"","36"
"","13"
"","20"
"","65.0"
"","6"
"","9"
"","66.7"
"","4"
"","4"
"","100.0"
"","2"
"","3"
"","5"
"","9"
"","1"
"","0"
"","3"
"","4"
"","16"
"","Enes Kanter"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","8"
"","0"
"","0"
"","3"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","3"
"","1"
"","4"
"","3"
"","0"
"","0"
"","1"
"","1"
"","-1"
"","Marc Gasol"
"","TOR"
"","08/17/2020"
"","TOR vs. BKN"
"","W"
"","21"
"","13"
"","4"
"","8"
"","50.0"
"","1"
"","4"
"","25.0"
"","4"
"","4"
"","100.0"
"","0"
"","5"
"","5"
"","1"
"","0"
"","0"
"","4"
"","2"
"","7"
"","Trey Burke"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","20"
"","2"
"","1"
"","5"
"","20.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","0"
"","1"
"","2"
"","0"
"","1"
"","1"
"","0"
"","14"
"","Shake Milton"
"","PHI"
"","08/17/2020"
"","PHI @ BOS"
"","L"
"","26"
"","13"
"","5"
"","7"
"","71.4"
"","3"
"","5"
"","60.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","3"
"","0"
"","0"
"","3"
"","2"
"","-7"
"","Landry Shamet"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","8"
"","0"
"","0"
"","1"
"","0.0"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","1"
"","1"
"","-19"
"","Luka Doncic"
"","DAL"
"","08/17/2020"
"","DAL @ LAC"
"","L"
"","38"
"","42"
"","13"
"","21"
"","61.9"
"","2"
"","6"
"","33.3"
"","14"
"","15"
"","93.3"
"","0"
"","7"
"","7"
"","9"
"","3"
"","0"
"","11"
"","4"
"","-14"
"","Garrett Temple"
"","BKN"
"","08/17/2020"
"","BKN @ TOR"
"","L"
"","34"
"","12"
"","5"
"","15"
"","33.3"
"","1"
"","10"
"","10.0"
"","1"
"","1"
"","100.0"
"","0"
"","4"
"","4"
"","1"
"","1"
"","0"
"","0"
"","5"
"","-2"
"","Royce O'Neale"
"","UTA"
"","08/17/2020"
"","UTA @ DEN"
"","L"
"","32"
"","3"
"","1"
"","6"
"","16.7"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","7"
"","7"
"","0"
"","1"
"","0"
"","1"
"","5"
"","-21"
"","Gordon Hayward"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","34"
"","12"
"","5"
"","13"
"","38.5"
"","2"
"","6"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","4"
"","4"
"","3"
"","4"
"","0"
"","1"
"","0"
"","10"
"","Daniel Theis"
"","BOS"
"","08/17/2020"
"","BOS vs. PHI"
"","W"
"","25"
"","9"
"","4"
"","9"
"","44.4"
"","1"
"","5"
"","20.0"
"","0"
"","1"
"","0.0"
"","1"
"","2"
"","3"
"","3"
"","1"
"","1"
"","0"
"","5"
"","11"
"","Kawhi Leonard"
"","LAC"
"","08/17/2020"
"","LAC vs. DAL"
"","W"
"","38"
"","29"
"","11"
