"header_name","data_name"
"","1"
"","2"
"","50.0"
"","2"
"","0"
"","2"
"","2"
"","2"
"","0"
"","0"
"","2"
"","-2"
"","Tobias Harris"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","24"
"","18"
"","6"
"","10"
"","60.0"
"","2"
"","3"
"","66.7"
"","4"
"","4"
"","100.0"
"","0"
"","7"
"","7"
"","4"
"","1"
"","0"
"","0"
"","0"
"","2"
"","JaMychal Green"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","27"
"","13"
"","5"
"","11"
"","45.5"
"","3"
"","6"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","8"
"","8"
"","0"
"","1"
"","0"
"","3"
"","3"
"","-2"
"","Ivica Zubac"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","11"
"","6"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","2"
"","2"
"","100.0"
"","1"
"","3"
"","4"
"","0"
"","0"
"","1"
"","1"
"","1"
"","8"
"","Stanley Johnson"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","29"
"","23"
"","9"
"","16"
"","56.3"
"","4"
"","8"
"","50.0"
"","1"
"","3"
"","33.3"
"","0"
"","4"
"","4"
"","6"
"","1"
"","1"
"","5"
"","5"
"","5"
"","Darius Bazley"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","31"
"","9"
"","3"
"","12"
"","25.0"
"","2"
"","5"
"","40.0"
"","1"
"","3"
"","33.3"
"","1"
"","7"
"","8"
"","1"
"","0"
"","2"
"","1"
"","0"
"","7"
"","Patrick Patterson"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","39"
"","17"
"","4"
"","16"
"","25.0"
"","4"
"","11"
"","36.4"
"","5"
"","6"
"","83.3"
"","3"
"","11"
"","14"
"","0"
"","0"
"","0"
"","2"
"","3"
"","-6"
"","Reggie Jackson"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","16"
"","7"
"","2"
"","8"
"","25.0"
"","1"
"","4"
"","25.0"
"","2"
"","2"
"","100.0"
"","0"
"","2"
"","2"
"","3"
"","0"
"","0"
"","3"
"","3"
"","8"
"","Mike Muscala"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","14"
"","3"
"","1"
"","3"
"","33.3"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","1"
"","0"
"","1"
"","-8"
"","Paul Millsap"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","16"
"","10"
"","4"
"","8"
"","50.0"
"","2"
"","3"
"","66.7"
"","0"
"","0"
"","-"
"","1"
"","2"
"","3"
"","2"
"","2"
"","1"
"","1"
"","2"
"","-4"
"","PJ Dozier"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","31"
"","20"
"","6"
"","9"
"","66.7"
"","5"
"","6"
"","83.3"
"","3"
"","3"
"","100.0"
"","0"
"","5"
"","5"
"","8"
"","2"
"","0"
"","1"
"","0"
"","-5"
"","Udonis Haslem"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","24"
"","7"
"","3"
"","5"
"","60.0"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","1"
"","7"
"","8"
"","0"
"","0"
"","0"
"","1"
"","3"
"","-5"
"","Chris Clemons"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","17"
"","4"
"","2"
"","7"
"","28.6"
"","0"
"","5"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","4"
"","1"
"","1"
"","1"
"","4"
"","-23"
"","Rondae Hollis-Jefferson"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","22"
"","6"
"","3"
"","9"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","1"
"","0.0"
"","2"
"","4"
"","6"
"","3"
"","0"
"","1"
"","1"
"","1"
"","11"
"","Michael Frazier"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","17"
"","0"
"","0"
"","4"
"","0.0"
"","0"
"","4"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","1"
"","1"
"","-23"
"","Chris Silva"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","24"
"","5"
"","2"
"","4"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","4"
"","25.0"
"","4"
"","7"
"","11"
"","1"
"","0"
"","3"
"","1"
"","3"
"","-12"
"","Goga Bitadze"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","16"
"","4"
"","2"
"","5"
"","40.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","2"
"","3"
"","2"
"","1"
"","2"
"","2"
"","3"
"","9"
"","Devon Hall"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","24"
"","12"
"","4"
"","12"
"","33.3"
"","3"
"","6"
"","50.0"
"","1"
"","4"
"","25.0"
"","1"
"","0"
"","1"
"","4"
"","3"
"","0"
"","1"
"","2"
"","-1"
"","Troy Daniels"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","28"
"","10"
"","4"
"","11"
"","36.4"
"","2"
"","8"
"","25.0"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","1"
"","1"
"","0"
"","3"
"","3"
"","-2"
"","Monte Morris"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","30"
"","16"
"","4"
"","14"
"","28.6"
"","2"
"","7"
"","28.6"
"","6"
"","6"
"","100.0"
"","0"
"","6"
"","6"
"","4"
"","0"
"","1"
"","2"
"","0"
"","-7"
"","Bol Bol"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","15"
"","8"
"","2"
"","6"
"","33.3"
"","0"
"","1"
"","0.0"
"","4"
"","5"
"","80.0"
"","1"
"","3"
"","4"
"","2"
"","0"
"","3"
"","2"
"","2"
"","1"
"","Austin Rivers"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","12"
"","1"
"","0"
"","2"
"","0.0"
"","0"
"","2"
"","0.0"
"","1"
"","2"
"","50.0"
"","0"
"","1"
"","1"
"","0"
"","1"
"","0"
"","1"
"","0"
"","-16"
"","Steven Adams"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","6"
"","0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","2"
"","2"
"","4"
"","0"
"","0"
"","0"
"","1"
"","0"
"","2"
"","Naz Mitrou-Long"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","2"
"","0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","1"
"","0"
"","0"
"","1"
"","1"
"","0"
"","Solomon Hill"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","41"
"","21"
"","5"
"","13"
"","38.5"
"","1"
"","4"
"","25.0"
"","10"
"","12"
"","83.3"
"","2"
"","5"
"","7"
"","3"
"","1"
"","0"
"","3"
"","2"
"","-8"
"","Marc Gasol"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","17"
"","2"
"","1"
"","3"
"","33.3"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","3"
"","3"
"","5"
"","1"
"","1"
"","2"
"","2"
"","-2"
"","Aaron Holiday"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","17"
"","11"
"","5"
"","7"
"","71.4"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","2"
"","3"
"","0"
"","2"
"","2"
"","2"
"","Kyle O'Quinn"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","17"
"","6"
"","3"
"","5"
"","60.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","5"
"","6"
"","5"
"","0"
"","1"
"","1"
"","1"
"","23"
"","Nerlens Noel"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","15"
"","5"
"","2"
"","2"
"","100.0"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","0"
"","1"
"","1"
"","0"
"","0"
"","1"
"","2"
"","3"
"","-1"
"","DeMarre Carroll"
"","HOU"
"","08/14/2020"
"","HOU vs. PHI"
"","L"
"","25"
"","5"
"","2"
"","5"
"","40.0"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","4"
"","4"
"","1"
"","1"
"","0"
"","1"
"","2"
"","-29"
"","Jerami Grant"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","18"
"","2"
"","1"
"","6"
"","16.7"
"","0"
"","3"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","1"
"","2"
"","1"
"","0"
"","0"
"","0"
"","0"
"","2"
"","Nikola Jokic"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","10"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","2"
"","0"
"","0"
"","1"
"","0"
"","-6"
"","Brian Bowen II"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","2"
"","2"
"","1"
"","1"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","0"
"","1"
"","0"
"","Dewan Hernandez"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","13"
"","4"
"","2"
"","6"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","3"
"","4"
"","7"
"","1"
"","0"
"","0"
"","1"
"","0"
"","0"
"","Mike Scott"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","20"
"","10"
"","3"
"","4"
"","75.0"
"","1"
"","2"
"","50.0"
"","3"
"","4"
"","75.0"
"","1"
"","6"
"","7"
"","3"
"","0"
"","0"
"","0"
"","0"
"","37"
"","Meyers Leonard"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","29"
"","9"
"","3"
"","7"
"","42.9"
"","2"
"","5"
"","40.0"
"","1"
"","2"
"","50.0"
"","2"
"","5"
"","7"
"","0"
"","0"
"","0"
"","3"
"","0"
"","-10"
"","Furkan Korkmaz"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","17"
"","12"
"","4"
"","7"
"","57.1"
"","2"
"","5"
"","40.0"
"","2"
"","2"
"","100.0"
"","0"
"","5"
"","5"
"","1"
"","0"
"","0"
"","2"
"","1"
"","27"
"","Terance Mann"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","42"
"","25"
"","8"
"","12"
"","66.7"
"","1"
"","3"
"","33.3"
"","8"
"","13"
"","61.5"
"","4"
"","10"
"","14"
"","9"
"","2"
"","0"
"","3"
"","5"
"","-7"
"","JaKarr Sampson"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","23"
"","10"
"","5"
"","9"
"","55.6"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","2"
"","2"
"","0"
"","2"
"","1"
"","5"
"","Duncan Robinson"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","13"
"","0"
"","0"
"","3"
"","0.0"
"","0"
"","3"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","1"
"","0"
"","0"
"","2"
"","1"
"","-5"
"","Hamidou Diallo"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","40"
"","27"
"","10"
"","22"
"","45.5"
"","4"
"","8"
"","50.0"
"","3"
"","5"
"","60.0"
"","4"
"","7"
"","11"
"","1"
"","0"
"","1"
"","2"
"","5"
"","-4"
"","Kendrick Nunn"
"","MIA"
"","08/14/2020"
"","MIA @ IND"
"","L"
"","33"
"","23"
"","8"
"","27"
"","29.6"
"","1"
"","9"
"","11.1"
"","6"
"","6"
"","100.0"
"","1"
"","1"
"","2"
"","4"
"","3"
"","1"
"","5"
"","1"
"","-21"
"","Keita Bates-Diop"
"","DEN"
"","08/14/2020"
"","DEN @ TOR"
"","L"
"","24"
"","11"
"","3"
"","11"
"","27.3"
"","1"
"","4"
"","25.0"
"","4"
"","4"
"","100.0"
"","2"
"","4"
"","6"
"","0"
"","1"
"","2"
"","2"
"","3"
"","-1"
"","Paul Watson"
"","TOR"
"","08/14/2020"
"","TOR vs. DEN"
"","W"
"","27"
"","22"
"","8"
"","13"
"","61.5"
"","4"
"","6"
"","66.7"
"","2"
"","3"
"","66.7"
"","0"
"","6"
"","6"
"","2"
"","1"
"","0"
"","1"
"","2"
"","8"
"","Doug McDermott"
"","IND"
"","08/14/2020"
"","IND vs. MIA"
"","W"
"","22"
"","23"
"","8"
"","16"
"","50.0"
"","5"
"","11"
"","45.5"
"","2"
"","3"
"","66.7"
"","1"
"","3"
"","4"
"","0"
"","1"
"","0"
"","0"
"","2"
"","10"
"","Shake Milton"
"","PHI"
"","08/14/2020"
"","PHI @ HOU"
"","W"
"","19"
"","11"
"","4"
"","7"
"","57.1"
"","3"
"","6"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","1"
"","0"
"","0"
"","2"
"","3"
"","-5"
"","Kevin Hervey"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","11"
"","5"
"","2"
"","6"
"","33.3"
"","1"
"","5"
"","20.0"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","1"
"","0"
"","0"
"","0"
"","2"
"","-10"
"","Danilo Gallinari"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","9"
"","3"
"","0"
"","3"
"","0.0"
"","0"
"","1"
"","0.0"
"","3"
"","3"
"","100.0"
"","0"
"","1"
"","1"
"","0"
"","0"
"","0"
"","0"
"","2"
"","0"
"","Joakim Noah"
"","LAC"
"","08/14/2020"
"","LAC vs. OKC"
"","W"
"","29"
"","9"
"","4"
"","7"
"","57.1"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","1"
"","5"
"","6"
"","5"
"","1"
"","0"
"","4"
"","1"
"","8"
"","Dennis Schroder"
"","OKC"
"","08/14/2020"
"","OKC @ LAC"
"","L"
"","25"
"","17"
"","6"
"","12"
"","50.0"
"","3"
"","3"
"","100.0"
"","2"
"","2"
"","100.0"
"","0"
"","1"
"","1"
"","4"
"","1"
"","0"
"","2"
"","4"
"","-10"
"","Ish Smith"
"","WAS"
"","08/13/2020"
"","WAS @ BOS"
"","W"
"","31"
"","11"
"","5"
"","13"
"","38.5"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","0"
"","3"
"","3"
"","8"
"","1"
"","2"
"","5"
"","1"
"","8"
"","Frank Mason"
"","MIL"
"","08/13/2020"
"","MIL @ MEM"
"","L"
"","26"
"","18"
"","7"
"","13"
"","53.8"
"","3"
"","6"
"","50.0"
"","1"
"","2"
"","50.0"
"","2"
"","2"
"","4"
"","8"
"","1"
"","1"
"","1"
"","2"
"","5"
"","Royce O'Neale"
"","UTA"
"","08/13/2020"
"","UTA vs. SAS"
"","W"
"","11"
"","2"
"","1"
"","4"
"","25.0"
"","0"
"","2"
"","0.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","0"
"","0"
"","2"
"","0"
"","1"
"","1"
"","Brandon Clarke"
"","MEM"
"","08/13/2020"
"","MEM vs. MIL"
"","W"
"","28"
"","10"
"","4"
"","9"
"","44.4"
"","0"
"","2"
"","0.0"
"","2"
"","4"
"","50.0"
"","0"
"","7"
"","7"
"","1"
"","1"
"","1"
"","2"
"","3"
"","-1"
"","Jevon Carter"
"","PHX"
"","08/13/2020"
"","PHX vs. DAL"
"","W"
"","26"
"","9"
"","3"
"","7"
"","42.9"
"","3"
"","5"
"","60.0"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","1"
"","1"
"","1"
"","0"
"","1"
"","5"
"","D.J. Augustin"
"","ORL"
"","08/13/2020"
"","ORL vs. NOP"
"","W"
"","22"
"","22"
"","7"
"","10"
"","70.0"
"","1"
"","3"
"","33.3"
"","7"
"","7"
"","100.0"
"","1"
"","3"
"","4"
"","6"
"","0"
"","0"
"","2"
"","5"
"","-5"
"","LeBron James"
"","LAL"
"","08/13/2020"
"","LAL vs. SAC"
"","L"
"","15"
"","17"
"","6"
"","13"
"","46.2"
"","2"
"","5"
"","40.0"
"","3"
"","3"
"","100.0"
"","1"
"","2"
"","3"
"","4"
"","0"
"","0"
"","3"
"","0"
"","-13"
"","Vic Law"
"","ORL"
"","08/13/2020"
"","ORL vs. NOP"
"","W"
"","21"
"","10"
"","4"
"","8"
"","50.0"
"","1"
"","3"
"","33.3"
"","1"
"","2"
"","50.0"
"","0"
"","4"
"","4"
"","1"
"","0"
"","0"
"","1"
"","3"
"","-9"
"","Georges Niang"
"","UTA"
"","08/13/2020"
"","UTA vs. SAS"
"","W"
"","22"
"","13"
"","5"
"","10"
"","50.0"
"","3"
"","8"
"","37.5"
"","0"
"","0"
"","-"
"","1"
"","4"
"","5"
"","2"
"","0"
"","0"
"","1"
"","1"
"","13"
"","Cameron Payne"
"","PHX"
"","08/13/2020"
"","PHX vs. DAL"
"","W"
"","29"
"","15"
"","5"
"","8"
"","62.5"
"","3"
"","5"
"","60.0"
"","2"
"","3"
"","66.7"
"","1"
"","4"
"","5"
"","2"
"","0"
"","0"
"","1"
"","2"
"","20"
"","Nicolo Melli"
"","NOP"
"","08/13/2020"
"","NOP @ ORL"
"","L"
"","25"
"","6"
"","2"
"","6"
"","33.3"
"","1"
"","5"
"","20.0"
"","1"
"","1"
"","100.0"
"","0"
"","5"
"","5"
"","1"
"","0"
"","0"
"","0"
"","1"
"","-11"
"","Gorgui Dieng"
"","MEM"
"","08/13/2020"
"","MEM vs. MIL"
"","W"
"","15"
"","7"
"","1"
"","6"
"","16.7"
"","1"
"","3"
"","33.3"
"","4"
"","4"
"","100.0"
"","1"
"","3"
"","4"
"","1"
"","0"
"","0"
"","1"
"","1"
"","-5"
"","Zylan Cheatham"
"","NOP"
"","08/13/2020"
"","NOP @ ORL"
"","L"
"","20"
"","8"
"","4"
"","4"
"","100.0"
"","0"
"","0"
"","-"
"","0"
"","0"
"","-"
"","2"
"","1"
"","3"
"","1"
"","1"
"","0"
"","1"
"","5"
"","2"
"","Josh Reaves"
"","DAL"
"","08/13/2020"
"","DAL @ PHX"
"","L"
"","13"
"","4"
"","1"
"","4"
"","25.0"
"","0"
"","1"
"","0.0"
"","2"
"","2"
"","100.0"
"","1"
"","1"
"","2"
"","0"
"","0"
"","0"
"","0"
"","3"
"","1"
"","JR Smith"
"","LAL"
"","08/13/2020"
"","LAL vs. SAC"
"","L"
"","25"
"","11"
"","5"
"","10"
"","50.0"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","2"
"","0"
"","0"
"","1"
"","2"
"","-15"
"","Jordan Clarkson"
"","UTA"
"","08/13/2020"
"","UTA vs. SAS"
"","W"
"","14"
"","11"
"","4"
"","12"
"","33.3"
"","3"
"","9"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","2"
"","2"
"","1"
"","0"
"","0"
"","2"
"","1"
"","12"
"","Jahlil Okafor"
"","NOP"
"","08/13/2020"
"","NOP @ ORL"
"","L"
"","17"
"","8"
"","4"
"","7"
"","57.1"
"","0"
"","1"
"","0.0"
"","0"
"","0"
"","-"
"","1"
"","3"
"","4"
"","0"
"","0"
"","1"
"","1"
"","2"
"","7"
"","Johnathan Williams"
"","WAS"
"","08/13/2020"
"","WAS @ BOS"
"","W"
"","25"
"","5"
"","2"
"","7"
"","28.6"
"","0"
"","0"
"","-"
"","1"
"","2"
"","50.0"
"","7"
"","9"
"","16"
"","1"
"","0"
"","1"
"","1"
"","2"
"","-2"
"","Gary Trent Jr."
"","POR"
"","08/13/2020"
"","POR @ BKN"
"","W"
"","37"
"","16"
"","6"
"","13"
"","46.2"
"","4"
"","10"
"","40.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","1"
"","2"
"","1"
"","1"
"","5"
"","-6"
"","Maxi Kleber"
"","DAL"
"","08/13/2020"
"","DAL @ PHX"
"","L"
"","11"
"","3"
"","1"
"","2"
"","50.0"
"","1"
"","2"
"","50.0"
"","0"
"","0"
"","-"
"","1"
"","0"
"","1"
"","0"
"","0"
"","1"
"","0"
"","1"
"","-18"
"","Mikal Bridges"
"","PHX"
"","08/13/2020"
"","PHX vs. DAL"
"","W"
"","28"
"","14"
"","6"
"","10"
"","60.0"
"","2"
"","4"
"","50.0"
"","0"
"","0"
"","-"
"","0"
"","4"
"","4"
"","3"
"","0"
"","1"
"","1"
"","2"
"","26"
"","De'Anthony Melton"
"","MEM"
"","08/13/2020"
"","MEM vs. MIL"
"","W"
"","20"
"","5"
"","2"
"","6"
"","33.3"
"","0"
"","3"
"","0.0"
"","1"
"","2"
"","50.0"
"","0"
"","2"
"","2"
"","2"
"","0"
"","0"
"","0"
"","1"
"","-12"
"","Rodions Kurucs"
"","BKN"
"","08/13/2020"
"","BKN vs. POR"
"","L"
"","23"
"","8"
"","3"
"","5"
"","60.0"
"","1"
"","2"
"","50.0"
"","1"
"","2"
"","50.0"
"","1"
"","4"
"","5"
"","2"
"","0"
"","1"
"","1"
"","4"
"","4"
"","Nikola Vucevic"
"","ORL"
"","08/13/2020"
"","ORL vs. NOP"
"","W"
"","26"
"","23"
"","10"
"","11"
"","90.9"
"","3"
"","4"
"","75.0"
"","0"
"","0"
"","-"
"","0"
"","6"
"","6"
"","3"
"","1"
"","0"
"","0"
"","0"
"","18"
"","Nigel Williams-Goss"
"","UTA"
"","08/13/2020"
"","UTA vs. SAS"
"","W"
"","22"
"","10"
"","4"
"","9"
"","44.4"
"","2"
"","5"
"","40.0"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","1"
"","2"
"","0"
"","1"
"","4"
"","-4"
"","Trey Burke"
"","DAL"
"","08/13/2020"
"","DAL @ PHX"
"","L"
"","19"
"","7"
"","3"
"","8"
"","37.5"
"","1"
"","3"
"","33.3"
"","0"
"","0"
"","-"
"","0"
"","1"
"","1"
"","3"
"","1"
"","0"
"","1"
"","0"
"","-8"